department,salary,averageMonthlyHours,projectCount,satisfaction,evaluation,yearsAtCompany,workAccident,turnover
8,2,267,2,58.0,50.0,3,0,0
8,2,276,4,61.0,62.0,3,1,0
8,0,294,4,67.0,50.0,2,1,0
8,1,275,4,56.0,76.0,2,0,0
8,2,268,3,74.0,74.0,3,0,0
8,2,273,4,92.0,97.0,5,1,0
8,2,281,5,81.0,68.0,2,0,0
8,2,280,4,48.0,49.0,2,1,0
8,1,279,4,73.0,72.0,3,0,0
8,1,279,6,97.0,66.0,5,0,0
8,1,282,6,15.0,51.0,5,0,0
9,1,272,5,69.0,76.0,6,0,0
9,1,279,5,61.0,68.0,4,0,0
9,1,278,3,86.0,58.0,2,0,0
4,1,273,4,55.0,88.0,3,0,0
0,1,283,4,90.0,74.0,4,1,0
0,1,283,2,65.0,40.0,2,0,0
0,1,283,5,81.0,92.0,3,0,0
0,1,268,5,65.0,86.0,3,0,0
0,1,269,4,47.0,86.0,6,0,0
6,1,271,3,93.0,53.0,3,1,0
6,1,276,4,77.0,90.0,5,0,0
6,1,290,6,87.0,82.0,3,0,0
6,1,273,5,87.0,84.0,2,0,0
0,1,285,2,65.0,75.0,3,0,0
1,1,261,6,21.0,70.0,6,1,0
1,1,284,4,75.0,59.0,2,0,0
1,1,289,4,72.0,86.0,2,0,0
1,1,271,3,88.0,63.0,3,1,0
1,2,291,3,66.0,58.0,3,0,0
5,2,262,3,80.0,75.0,3,0,0
7,2,268,4,22.0,55.0,3,1,0
2,2,287,3,92.0,69.0,3,0,0
8,2,271,4,54.0,77.0,3,0,0
9,2,270,4,91.0,56.0,3,0,0
4,2,298,4,77.0,83.0,2,0,0
5,2,279,3,61.0,51.0,3,1,0
5,2,277,4,48.0,90.0,4,0,0
5,2,275,3,25.0,69.0,4,0,0
7,2,268,3,91.0,70.0,4,0,0
7,2,281,5,72.0,58.0,3,1,0
7,0,270,4,77.0,71.0,3,0,0
7,1,269,2,41.0,40.0,2,0,0
7,2,277,4,51.0,49.0,2,0,0
7,2,274,3,72.0,79.0,3,0,0
7,2,269,3,47.0,57.0,3,1,0
7,2,287,4,53.0,67.0,2,0,0
7,1,259,5,65.0,52.0,3,0,0
7,1,263,4,18.0,75.0,5,0,0
7,1,272,3,61.0,48.0,2,0,0
7,1,292,4,86.0,72.0,2,0,0
7,1,249,4,14.0,77.0,5,0,0
7,1,288,3,63.0,80.0,2,0,0
7,1,270,3,79.0,57.0,3,0,0
7,1,283,4,78.0,97.0,3,0,0
7,1,275,4,14.0,52.0,6,0,0
7,1,295,3,85.0,54.0,3,0,0
7,1,263,4,85.0,75.0,3,0,0
2,1,277,5,91.0,76.0,3,0,0
2,1,294,3,76.0,74.0,2,0,0
2,1,279,5,62.0,72.0,3,0,0
3,1,277,4,53.0,69.0,2,0,0
3,1,277,3,97.0,63.0,3,0,0
3,1,282,4,48.0,53.0,3,0,0
3,1,295,4,50.0,55.0,3,1,0
9,1,276,2,32.0,42.0,4,0,0
9,1,288,4,58.0,77.0,2,1,0
9,1,298,3,81.0,83.0,2,0,0
9,2,263,4,48.0,84.0,3,0,0
9,2,288,4,96.0,88.0,2,0,0
9,2,270,3,56.0,90.0,2,0,0
9,2,271,4,63.0,96.0,2,0,0
9,2,276,5,21.0,50.0,5,0,0
9,2,278,3,94.0,78.0,3,1,0
9,2,286,4,94.0,89.0,3,0,0
9,2,270,3,96.0,54.0,2,0,0
8,2,275,4,49.0,50.0,5,1,0
8,2,279,2,82.0,68.0,2,0,0
8,2,278,3,60.0,50.0,3,0,0
8,2,273,3,76.0,50.0,3,1,0
8,0,268,5,69.0,64.0,2,1,0
8,1,266,4,100.0,94.0,3,0,0
8,2,259,4,62.0,66.0,3,0,0
8,2,275,4,40.0,99.0,6,1,0
8,2,278,3,94.0,91.0,3,0,0
8,2,295,4,76.0,84.0,4,0,0
8,1,250,3,58.0,69.0,4,0,0
9,1,262,4,85.0,78.0,2,0,0
9,1,296,2,45.0,52.0,3,0,0
9,1,270,3,13.0,67.0,4,0,0
4,1,273,5,24.0,50.0,4,0,0
0,1,279,3,64.0,69.0,2,1,0
0,1,279,6,63.0,61.0,2,0,0
0,1,276,4,61.0,99.0,2,0,0
0,1,274,2,71.0,99.0,3,0,0
0,1,285,5,90.0,89.0,3,1,0
6,1,272,4,17.0,76.0,5,0,0
6,1,269,3,93.0,97.0,2,1,0
6,1,278,5,83.0,89.0,3,1,0
6,1,297,4,58.0,75.0,2,0,0
0,1,267,3,76.0,50.0,3,0,0
1,1,285,3,50.0,78.0,2,0,0
1,1,274,5,22.0,81.0,4,0,0
1,1,278,4,90.0,88.0,3,0,0
1,1,284,3,70.0,63.0,4,1,0
1,1,275,5,73.0,85.0,3,0,0
5,1,264,3,84.0,87.0,3,0,0
5,2,287,5,55.0,63.0,4,0,0
7,2,266,4,63.0,98.0,2,0,0
2,2,280,3,51.0,92.0,3,0,0
8,2,276,4,81.0,76.0,3,0,0
9,2,279,4,80.0,96.0,3,0,0
4,2,281,4,99.0,97.0,3,0,0
5,2,263,5,90.0,87.0,2,0,0
5,2,269,5,65.0,67.0,5,0,0
5,2,296,3,75.0,75.0,3,0,0
7,2,291,4,62.0,49.0,4,0,0
7,2,277,5,61.0,63.0,3,0,0
7,2,278,4,24.0,60.0,5,0,0
7,0,267,3,71.0,63.0,3,1,0
7,1,273,2,49.0,80.0,2,0,0
7,2,269,3,44.0,66.0,2,0,0
7,2,285,4,75.0,87.0,3,0,0
7,2,267,3,74.0,84.0,4,0,0
7,2,280,5,62.0,87.0,3,0,0
7,1,276,3,51.0,58.0,3,0,0
7,1,261,5,61.0,59.0,2,0,0
7,1,273,5,56.0,49.0,3,0,0
7,1,285,3,79.0,76.0,3,0,0
7,1,279,6,68.0,75.0,5,0,0
7,1,275,2,90.0,84.0,3,0,0
7,1,273,5,83.0,93.0,3,0,0
7,1,290,3,94.0,82.0,3,0,0
7,1,272,5,21.0,65.0,3,1,0
7,1,270,3,58.0,87.0,2,0,0
2,1,277,6,52.0,38.0,3,0,0
2,1,280,5,18.0,67.0,5,0,0
2,1,280,5,94.0,91.0,3,0,0
3,1,290,3,69.0,50.0,4,0,0
3,1,273,4,65.0,83.0,3,0,0
3,1,286,2,46.0,62.0,3,0,0
3,1,266,4,72.0,62.0,3,0,0
9,1,285,6,30.0,37.0,3,0,0
9,1,266,4,51.0,51.0,2,0,0
9,1,263,3,43.0,75.0,2,0,0
9,1,276,3,56.0,94.0,2,0,0
9,2,266,4,63.0,91.0,3,0,0
9,2,284,5,61.0,55.0,3,0,0
9,2,281,4,53.0,73.0,2,0,0
9,2,271,3,87.0,75.0,3,0,0
9,2,273,4,68.0,70.0,4,0,0
9,2,267,3,78.0,84.0,2,0,0
9,2,283,4,49.0,95.0,2,0,0
8,2,274,3,96.0,81.0,3,0,0
8,2,291,3,83.0,74.0,2,0,0
8,2,277,5,48.0,67.0,3,0,0
8,2,288,4,63.0,86.0,3,1,0
8,2,267,4,87.0,38.0,5,0,0
8,0,282,4,21.0,90.0,6,0,0
8,1,288,5,79.0,58.0,3,0,0
8,2,275,3,80.0,96.0,5,0,0
8,2,277,4,78.0,82.0,3,0,0
8,2,264,5,67.0,65.0,2,0,0
8,2,276,3,67.0,71.0,3,1,0
9,1,279,2,26.0,67.0,6,0,0
9,1,278,5,89.0,83.0,4,0,0
9,1,277,4,70.0,53.0,3,0,0
4,1,276,5,51.0,48.0,4,0,0
0,1,273,3,53.0,88.0,3,0,0
0,1,285,4,76.0,51.0,3,0,0
0,1,268,5,86.0,93.0,2,0,0
0,1,242,5,63.0,96.0,3,0,0
0,1,262,5,58.0,86.0,3,0,0
6,1,279,4,58.0,83.0,3,1,0
6,1,289,4,90.0,82.0,3,0,0
6,1,285,4,79.0,57.0,2,0,0
6,1,275,4,80.0,74.0,4,0,0
0,1,297,2,53.0,65.0,2,1,0
1,1,267,2,52.0,84.0,3,0,0
1,1,271,5,82.0,59.0,3,0,0
1,1,275,2,68.0,90.0,4,0,0
1,1,279,3,21.0,61.0,2,0,0
1,1,272,4,81.0,50.0,3,1,0
1,1,270,3,57.0,90.0,4,0,0
5,1,280,3,99.0,72.0,2,1,0
7,2,270,4,90.0,100.0,3,0,0
2,2,261,3,76.0,64.0,3,0,0
8,2,257,4,56.0,92.0,2,0,0
9,2,281,6,50.0,93.0,3,1,0
4,2,279,5,48.0,89.0,3,0,0
5,2,266,3,99.0,97.0,2,0,0
5,2,281,5,76.0,80.0,2,0,0
5,2,269,4,93.0,97.0,3,0,0
7,2,271,4,99.0,78.0,3,0,0
7,2,284,4,85.0,78.0,3,0,0
7,2,274,4,63.0,95.0,3,0,0
7,2,284,3,63.0,78.0,3,1,0
7,0,276,5,50.0,65.0,3,0,0
7,1,292,3,52.0,57.0,3,0,0
7,2,279,3,63.0,99.0,3,0,0
7,2,267,4,78.0,50.0,2,0,0
7,2,283,3,98.0,53.0,3,0,0
7,2,292,5,14.0,100.0,5,0,0
7,1,269,3,70.0,90.0,2,0,0
7,1,274,4,88.0,60.0,2,0,0
7,1,283,3,72.0,62.0,4,0,0
7,1,275,4,88.0,51.0,3,0,0
7,1,279,3,71.0,51.0,4,0,0
7,1,280,3,60.0,85.0,2,0,0
7,1,283,4,88.0,86.0,3,1,0
7,1,289,5,55.0,72.0,4,0,0
7,1,274,4,85.0,55.0,2,1,0
2,1,290,2,84.0,51.0,4,0,0
2,1,262,4,91.0,61.0,2,1,0
2,1,271,4,82.0,62.0,2,0,0
3,1,274,2,60.0,91.0,4,0,0
3,1,281,5,89.0,71.0,3,0,0
3,1,287,4,60.0,97.0,4,1,0
3,1,284,4,64.0,52.0,3,0,0
9,1,269,4,93.0,88.0,3,0,0
9,1,269,3,81.0,99.0,2,1,0
9,1,271,4,31.0,49.0,3,1,0
9,1,262,4,68.0,69.0,2,0,0
9,1,272,3,78.0,59.0,2,0,0
9,2,274,4,44.0,42.0,4,0,0
9,2,280,4,64.0,93.0,2,1,0
9,2,280,4,81.0,63.0,6,0,0
9,2,281,3,50.0,49.0,3,0,0
9,2,285,5,69.0,61.0,3,0,0
9,2,286,4,77.0,75.0,3,0,0
8,2,290,4,69.0,56.0,3,0,0
8,2,285,4,87.0,68.0,2,0,0
8,2,288,4,85.0,91.0,3,0,0
8,2,276,4,83.0,83.0,4,0,0
8,2,279,3,68.0,51.0,3,0,0
8,2,269,4,78.0,65.0,2,0,0
8,0,264,3,78.0,89.0,3,0,0
8,1,271,4,93.0,68.0,2,1,0
8,2,274,3,54.0,75.0,3,0,0
8,2,278,3,76.0,56.0,3,0,0
8,2,279,3,40.0,72.0,2,0,0
9,2,287,3,73.0,81.0,2,0,0
9,1,274,5,86.0,98.0,3,0,0
9,1,268,5,38.0,68.0,6,0,0
4,1,264,5,71.0,48.0,3,0,0
0,1,261,5,58.0,97.0,2,0,0
0,1,271,3,67.0,59.0,3,1,0
0,1,274,4,55.0,76.0,4,0,0
0,1,278,2,76.0,98.0,2,0,0
0,1,252,3,70.0,82.0,3,0,0
6,1,275,4,66.0,46.0,4,0,0
6,1,262,3,96.0,72.0,3,0,0
6,1,279,4,60.0,77.0,4,0,0
6,1,277,5,54.0,94.0,3,1,0
0,1,281,5,85.0,90.0,3,0,0
1,1,268,3,96.0,84.0,3,0,0
1,1,287,3,86.0,62.0,3,1,0
1,1,258,3,53.0,87.0,2,0,0
1,1,269,3,91.0,95.0,3,0,0
1,1,264,5,33.0,70.0,4,0,0
1,1,273,4,75.0,73.0,2,0,0
5,1,274,3,97.0,80.0,3,0,0
7,1,276,4,68.0,51.0,4,1,0
2,2,265,5,68.0,70.0,2,0,0
8,2,275,4,57.0,87.0,2,0,0
9,2,275,4,87.0,90.0,3,0,0
4,2,268,5,50.0,91.0,2,1,0
5,2,276,3,76.0,59.0,4,0,0
5,2,268,5,79.0,61.0,4,0,0
5,2,274,6,17.0,90.0,6,1,0
7,2,265,4,60.0,62.0,2,1,0
7,2,271,3,89.0,67.0,3,0,0
7,2,280,3,69.0,87.0,2,0,0
7,2,262,2,68.0,85.0,6,0,0
7,2,276,5,61.0,87.0,4,0,0
7,0,274,3,63.0,50.0,2,0,0
7,1,294,4,50.0,96.0,3,0,0
7,2,272,2,49.0,74.0,3,1,0
7,2,274,5,83.0,55.0,5,0,0
7,2,276,2,59.0,71.0,2,1,0
7,2,270,2,75.0,93.0,5,0,0
7,1,274,3,66.0,48.0,3,1,0
7,1,264,4,68.0,51.0,3,0,0
7,1,275,5,73.0,58.0,3,0,0
7,1,277,4,98.0,53.0,2,1,0
7,1,286,3,86.0,65.0,3,0,0
7,1,264,3,50.0,55.0,3,0,0
7,1,278,3,76.0,76.0,3,0,0
7,1,275,4,30.0,47.0,2,0,0
2,1,272,3,30.0,86.0,5,1,0
2,1,263,3,64.0,59.0,3,1,0
2,1,287,3,59.0,75.0,2,0,0
3,1,283,4,85.0,63.0,3,0,0
3,1,288,3,76.0,93.0,5,0,0
3,1,292,5,63.0,50.0,2,0,0
3,1,279,4,65.0,86.0,2,1,0
9,1,291,3,43.0,68.0,2,0,0
9,1,262,4,83.0,56.0,2,0,0
9,1,285,4,49.0,77.0,2,0,0
9,1,286,3,67.0,73.0,2,0,0
9,1,287,2,90.0,47.0,6,1,0
9,1,293,3,83.0,96.0,2,0,0
9,2,285,5,92.0,84.0,3,0,0
9,2,288,5,83.0,70.0,3,0,0
9,2,286,4,64.0,55.0,3,1,0
9,2,293,4,93.0,97.0,3,1,0
9,2,275,4,60.0,87.0,3,1,0
8,2,299,3,74.0,69.0,2,0,0
8,2,278,5,56.0,75.0,5,0,0
8,2,282,4,61.0,77.0,3,0,0
8,2,268,4,63.0,62.0,4,0,0
8,2,277,5,24.0,62.0,4,0,0
8,2,271,5,17.0,56.0,4,1,0
8,2,274,2,46.0,64.0,3,0,0
8,0,261,4,68.0,48.0,4,0,0
8,1,258,2,68.0,60.0,6,0,0
8,2,290,6,16.0,71.0,5,0,0
8,2,292,6,15.0,56.0,5,0,0
9,2,276,3,55.0,49.0,2,0,0
9,2,290,4,72.0,66.0,4,0,0
9,1,273,2,91.0,89.0,4,0,0
4,1,256,4,30.0,91.0,4,0,0
0,1,267,5,56.0,68.0,2,0,0
0,1,286,3,94.0,94.0,3,0,0
0,1,280,5,82.0,63.0,3,0,0
0,1,276,5,66.0,86.0,3,0,0
0,1,274,4,74.0,64.0,6,1,0
6,1,249,3,63.0,50.0,3,0,0
6,1,276,6,65.0,42.0,2,0,0
6,1,270,3,56.0,81.0,2,0,0
6,1,280,6,32.0,73.0,5,0,0
0,1,285,4,80.0,90.0,2,0,0
1,1,284,6,34.0,87.0,4,0,0
1,1,285,5,62.0,71.0,2,0,0
1,1,274,3,50.0,86.0,2,0,0
1,1,286,5,58.0,98.0,3,0,0
1,1,267,2,94.0,90.0,3,0,0
1,1,264,4,67.0,99.0,3,1,0
5,1,275,6,20.0,74.0,4,0,0
7,1,272,5,91.0,59.0,2,0,0
2,1,277,2,91.0,67.0,4,0,0
8,2,283,3,78.0,87.0,3,1,0
9,2,271,3,82.0,55.0,4,1,0
4,2,290,3,54.0,96.0,3,0,0
5,2,277,3,53.0,81.0,3,0,0
5,2,288,4,47.0,55.0,5,1,0
5,2,253,3,87.0,50.0,3,0,0
7,2,287,4,50.0,68.0,3,0,0
7,2,275,3,59.0,83.0,2,0,0
7,2,280,3,89.0,69.0,3,0,0
7,2,296,4,54.0,49.0,3,1,0
7,2,276,3,62.0,85.0,3,0,0
7,2,257,3,91.0,85.0,3,0,0
7,0,269,2,84.0,99.0,2,0,0
7,1,277,4,69.0,65.0,2,1,0
7,2,265,3,76.0,63.0,2,0,0
7,2,299,4,80.0,54.0,3,0,0
7,2,278,5,40.0,47.0,3,0,0
7,2,283,3,80.0,99.0,3,1,0
7,1,285,2,76.0,40.0,5,0,0
7,1,279,4,55.0,90.0,2,1,0
7,1,273,3,98.0,63.0,6,0,0
7,1,295,4,54.0,56.0,3,0,0
7,1,266,4,63.0,56.0,2,1,0
7,1,273,3,88.0,63.0,3,0,0
7,1,282,5,50.0,95.0,3,0,0
2,1,252,3,52.0,72.0,3,0,0
2,1,270,4,89.0,95.0,3,0,0
2,1,267,4,55.0,90.0,3,0,0
3,1,283,3,51.0,81.0,2,0,0
3,1,262,5,35.0,52.0,3,0,0
3,1,265,5,54.0,71.0,2,0,0
3,1,264,4,72.0,84.0,3,0,0
9,1,286,2,61.0,93.0,3,0,0
9,1,274,3,17.0,93.0,4,0,0
9,1,291,3,71.0,88.0,2,0,0
9,1,270,4,88.0,52.0,2,0,0
9,1,265,3,48.0,100.0,2,0,0
9,1,275,6,16.0,97.0,3,0,0
9,1,265,3,62.0,72.0,3,0,0
9,2,272,3,59.0,47.0,2,0,0
9,2,278,4,14.0,90.0,4,0,0
9,2,288,4,96.0,92.0,3,0,0
9,2,305,6,96.0,42.0,4,0,0
8,2,280,4,13.0,89.0,6,1,0
8,2,260,5,64.0,61.0,3,1,0
8,2,246,5,64.0,67.0,2,1,0
8,2,269,3,57.0,72.0,3,1,0
8,2,278,3,49.0,100.0,3,0,0
8,2,278,4,89.0,79.0,2,0,0
8,2,276,5,94.0,75.0,2,0,0
8,2,251,2,51.0,58.0,4,0,0
8,0,283,5,80.0,85.0,3,0,0
8,1,294,4,74.0,51.0,2,1,0
8,2,266,4,66.0,85.0,3,1,0
9,2,277,5,66.0,99.0,3,0,0
9,2,270,3,59.0,62.0,4,0,0
9,2,293,3,91.0,57.0,3,0,0
4,1,291,5,83.0,98.0,4,1,0
0,1,268,3,50.0,91.0,2,0,0
0,1,286,4,69.0,97.0,3,0,0
0,1,287,5,87.0,91.0,3,0,0
0,1,266,2,37.0,43.0,2,0,0
0,1,258,4,90.0,98.0,3,0,0
6,1,268,4,68.0,41.0,5,0,0
6,1,264,4,93.0,63.0,3,1,0
6,1,272,3,95.0,45.0,2,0,0
6,1,270,4,99.0,100.0,2,1,0
0,1,287,2,64.0,90.0,6,0,0
1,1,269,2,96.0,37.0,6,0,0
1,1,274,5,92.0,54.0,2,0,0
1,1,270,5,22.0,52.0,5,1,0
1,1,278,5,82.0,99.0,3,1,0
1,1,291,3,75.0,89.0,3,0,0
1,1,299,6,20.0,89.0,3,0,0
5,1,273,3,64.0,73.0,3,0,0
7,1,276,4,62.0,90.0,4,0,0
2,1,291,3,73.0,59.0,2,0,0
8,1,272,3,52.0,51.0,4,0,0
9,2,267,5,63.0,67.0,3,0,0
4,2,284,4,84.0,92.0,3,0,0
5,2,281,3,49.0,96.0,3,0,0
5,2,258,4,54.0,78.0,2,0,0
5,2,271,4,52.0,78.0,2,0,0
7,2,263,6,66.0,63.0,6,0,0
7,2,286,2,73.0,41.0,6,1,0
7,2,283,3,54.0,64.0,3,0,0
7,2,266,5,72.0,68.0,4,0,0
7,2,266,4,75.0,64.0,3,1,0
7,2,261,3,77.0,57.0,2,0,0
7,2,270,5,42.0,94.0,5,0,0
7,0,278,4,13.0,69.0,4,0,0
7,1,291,5,73.0,88.0,5,0,0
7,2,251,5,50.0,95.0,3,0,0
7,2,270,4,92.0,62.0,3,1,0
7,2,281,3,73.0,66.0,2,0,0
7,2,275,2,74.0,38.0,3,0,0
7,1,283,3,76.0,78.0,2,0,0
7,1,269,3,53.0,92.0,4,1,0
7,1,278,3,65.0,72.0,3,0,0
7,1,282,4,91.0,85.0,2,0,0
7,1,282,5,69.0,76.0,3,1,0
7,1,267,3,56.0,66.0,2,0,0
2,1,262,4,55.0,81.0,5,0,0
2,1,281,5,74.0,50.0,3,0,0
2,1,270,3,86.0,86.0,4,0,0
3,1,259,3,82.0,74.0,3,0,0
3,1,290,3,35.0,80.0,5,0,0
3,1,278,4,93.0,99.0,4,0,0
3,1,263,3,55.0,77.0,2,0,0
9,1,285,4,99.0,68.0,3,0,0
9,1,263,4,91.0,89.0,3,1,0
9,1,268,6,24.0,65.0,3,0,0
9,1,285,3,77.0,67.0,2,0,0
9,1,276,3,64.0,66.0,3,0,0
9,1,274,5,58.0,76.0,2,1,0
9,1,273,4,65.0,99.0,4,0,0
9,1,284,3,44.0,68.0,3,0,0
9,2,263,2,59.0,75.0,3,0,0
9,2,271,3,99.0,56.0,3,1,0
9,2,278,4,75.0,79.0,3,0,0
8,2,276,4,77.0,49.0,2,0,0
8,2,287,4,85.0,64.0,3,0,0
8,2,268,5,77.0,93.0,4,0,0
8,2,273,3,54.0,95.0,3,0,0
8,2,278,4,69.0,82.0,2,0,0
8,2,277,5,66.0,65.0,3,0,0
8,2,282,4,51.0,65.0,3,0,0
8,2,280,4,74.0,59.0,3,0,0
8,2,301,3,55.0,72.0,3,0,0
8,0,268,3,65.0,84.0,3,0,0
8,1,266,6,20.0,77.0,4,0,0
9,2,283,5,92.0,94.0,3,0,0
9,2,255,3,57.0,60.0,3,0,0
9,2,290,2,75.0,78.0,6,0,0
4,2,269,3,68.0,84.0,2,0,0
0,1,282,3,97.0,70.0,3,0,0
0,1,284,4,79.0,48.0,5,1,0
0,1,272,4,66.0,75.0,3,1,0
0,1,281,3,96.0,69.0,2,1,0
0,1,289,4,73.0,69.0,3,0,0
6,1,269,5,29.0,58.0,2,0,0
6,1,285,3,58.0,56.0,2,0,0
6,1,256,4,72.0,58.0,3,0,0
6,1,290,4,94.0,87.0,3,0,0
0,1,283,5,48.0,56.0,2,0,0
1,1,282,3,60.0,99.0,2,0,0
1,1,274,5,97.0,58.0,2,1,0
1,1,272,4,74.0,41.0,4,0,0
1,1,282,3,97.0,61.0,2,0,0
1,1,278,5,88.0,67.0,3,1,0
5,1,270,3,50.0,70.0,3,0,0
7,1,280,4,93.0,98.0,3,0,0
2,1,281,5,30.0,70.0,4,1,0
8,1,269,3,69.0,53.0,3,0,0
9,1,265,2,69.0,90.0,2,0,0
4,1,272,4,53.0,67.0,2,0,0
5,2,281,3,32.0,80.0,3,0,0
5,2,280,3,73.0,75.0,4,0,0
5,2,272,4,77.0,61.0,3,0,0
7,2,272,6,59.0,81.0,5,0,0
7,2,279,5,19.0,51.0,3,0,0
7,2,290,3,78.0,95.0,2,0,0
7,2,286,3,84.0,74.0,3,0,0
7,2,284,5,65.0,77.0,2,0,0
7,2,272,2,38.0,43.0,6,0,0
7,2,269,3,12.0,47.0,5,0,0
7,2,290,5,74.0,81.0,5,0,0
7,2,268,4,67.0,82.0,2,0,0
7,0,273,3,50.0,79.0,3,0,0
7,1,277,6,99.0,39.0,5,1,0
7,2,279,4,79.0,89.0,3,0,0
7,2,274,4,72.0,51.0,3,0,0
7,2,264,4,83.0,57.0,3,0,0
7,2,259,5,69.0,55.0,2,0,0
7,1,284,5,50.0,89.0,3,0,0
7,1,281,3,82.0,84.0,2,1,0
7,1,279,4,68.0,56.0,3,0,0
7,1,276,4,82.0,69.0,2,0,0
2,1,299,2,32.0,81.0,3,0,0
2,1,304,4,93.0,86.0,3,0,0
2,1,289,4,42.0,73.0,5,0,0
3,1,284,3,22.0,44.0,6,0,0
3,1,267,3,56.0,88.0,3,0,0
3,1,263,4,77.0,75.0,3,0,0
3,1,278,2,29.0,48.0,6,1,0
9,1,271,3,97.0,65.0,2,0,0
9,1,256,4,91.0,70.0,2,0,0
9,1,277,4,52.0,67.0,3,1,0
9,1,276,2,54.0,64.0,3,0,0
9,1,274,3,54.0,98.0,3,0,0
9,1,278,2,67.0,52.0,6,0,0
9,1,269,3,72.0,85.0,4,0,0
9,1,271,4,68.0,51.0,2,0,0
9,1,288,3,65.0,98.0,2,1,0
9,1,269,5,72.0,98.0,4,0,0
9,2,263,5,51.0,79.0,3,0,0
8,2,270,4,80.0,58.0,3,0,0
8,2,281,4,83.0,93.0,2,0,0
8,2,264,3,15.0,86.0,4,0,0
8,2,272,4,50.0,73.0,2,0,0
8,2,267,2,80.0,55.0,3,0,0
8,2,274,4,96.0,62.0,2,0,0
8,2,268,5,67.0,70.0,3,1,0
8,2,269,5,98.0,96.0,3,0,0
8,2,283,5,88.0,59.0,3,0,0
8,2,253,3,85.0,79.0,4,0,0
8,2,273,5,75.0,70.0,3,0,0
9,0,274,2,38.0,77.0,3,0,0
9,1,277,2,55.0,82.0,4,0,0
9,2,268,4,63.0,89.0,3,0,0
4,2,275,4,78.0,51.0,3,0,0
0,2,264,5,99.0,84.0,2,0,0
0,2,256,3,72.0,87.0,3,0,0
0,1,280,5,14.0,83.0,6,1,0
0,1,297,4,81.0,67.0,3,0,0
0,1,280,4,73.0,86.0,4,1,0
6,1,289,5,58.0,80.0,3,1,0
6,1,267,4,24.0,85.0,5,0,0
6,1,277,3,31.0,86.0,5,0,0
6,1,258,3,74.0,63.0,2,0,0
0,1,281,5,86.0,69.0,3,0,0
1,1,259,4,22.0,80.0,4,0,0
1,1,288,4,66.0,70.0,3,0,0
1,1,265,5,21.0,76.0,2,0,0
1,1,268,3,95.0,61.0,2,0,0
1,1,293,5,24.0,55.0,5,0,0
5,1,282,3,66.0,95.0,3,0,0
5,1,259,3,88.0,86.0,3,0,0
7,1,255,4,67.0,61.0,2,0,0
2,1,263,4,75.0,58.0,3,0,0
8,1,277,3,93.0,48.0,3,0,0
9,1,272,3,64.0,71.0,2,0,0
4,1,259,3,51.0,53.0,3,0,0
5,1,282,4,98.0,50.0,3,0,0
5,2,282,4,72.0,63.0,4,1,0
5,2,256,4,51.0,75.0,3,0,0
7,2,275,4,54.0,58.0,3,0,0
7,2,276,4,99.0,76.0,2,0,0
7,2,277,4,44.0,90.0,3,0,0
7,2,286,5,74.0,48.0,3,0,0
7,2,280,3,90.0,77.0,3,0,0
7,2,283,4,86.0,58.0,4,0,0
7,2,280,3,66.0,52.0,4,1,0
7,2,270,4,64.0,96.0,5,0,0
7,2,281,4,50.0,59.0,2,0,0
7,2,274,4,88.0,68.0,4,0,0
7,0,269,5,72.0,47.0,6,0,0
7,1,295,4,53.0,53.0,3,0,0
7,2,282,3,83.0,77.0,3,0,0
7,2,267,4,24.0,52.0,5,0,0
7,2,272,5,66.0,75.0,3,1,0
7,2,262,3,43.0,63.0,3,0,0
7,1,269,5,75.0,66.0,2,0,0
7,1,276,6,42.0,89.0,5,1,0
7,1,297,3,54.0,74.0,4,0,0
2,1,288,3,84.0,85.0,4,0,0
2,1,273,4,95.0,79.0,3,0,0
2,1,289,4,60.0,61.0,3,0,0
3,1,264,3,95.0,71.0,2,1,0
3,1,284,3,62.0,89.0,3,1,0
3,1,288,3,89.0,73.0,2,0,0
3,1,260,5,73.0,93.0,3,0,0
9,1,288,3,86.0,94.0,2,0,0
9,1,278,3,76.0,73.0,2,0,0
9,1,282,3,91.0,76.0,5,0,0
9,1,288,5,100.0,81.0,2,0,0
9,1,292,4,98.0,78.0,3,1,0
9,1,270,3,65.0,89.0,2,0,0
9,1,261,4,62.0,79.0,2,1,0
9,1,252,5,83.0,82.0,3,0,0
9,1,274,4,75.0,100.0,4,0,0
9,1,281,4,82.0,63.0,4,0,0
9,1,280,4,69.0,68.0,3,0,0
8,2,280,6,41.0,96.0,5,1,0
8,2,274,5,52.0,64.0,2,0,0
8,2,267,3,74.0,86.0,2,0,0
8,2,280,5,33.0,96.0,3,0,0
8,2,293,3,80.0,69.0,3,0,0
8,2,275,4,82.0,89.0,3,0,0
8,2,269,5,59.0,65.0,2,0,0
8,2,282,4,98.0,80.0,2,1,0
8,2,264,4,93.0,94.0,3,0,0
8,2,280,4,49.0,95.0,3,0,0
8,2,275,4,60.0,94.0,2,0,0
9,2,285,6,34.0,82.0,5,1,0
9,0,274,3,71.0,77.0,3,0,0
9,1,291,5,60.0,64.0,2,0,0
4,2,267,6,12.0,78.0,5,0,0
0,2,282,3,16.0,87.0,5,1,0
0,2,278,3,57.0,61.0,3,0,0
0,2,276,5,72.0,80.0,3,0,0
0,1,278,4,91.0,55.0,4,0,0
0,1,273,4,95.0,49.0,6,1,0
